matricula;tipus;dia_hora;durada;hora;dia_setmana;dia_setmana_dec
8857 JFH;2;2023-10-01 10:09:31;9934;10.2;6;6.4
8857 JFH;2;2023-06-25 12:47:35;10660;12.8;6;6.5
8857 JFH;2;2023-07-16 10:00:13;2386;10.0;6;6.4
8857 JFH;2;2023-11-05 10:58:41;4549;11.0;6;6.5
8857 JFH;2;2023-04-16 12:05:54;11696;12.1;6;6.5
8857 JFH;2;2023-01-15 12:06:44;10586;12.1;6;6.5
8857 JFH;2;2023-10-29 10:00:32;15488;10.0;6;6.4
8857 JFH;2;2023-07-09 11:48:06;11273;11.8;6;6.5
8857 JFH;2;2023-08-06 10:29:03;12635;10.5;6;6.4
8857 JFH;2;2023-12-03 12:25:48;9836;12.4;6;6.5
8857 JFH;2;2023-12-24 12:49:07;12595;12.8;6;6.5
8857 JFH;2;2023-06-18 09:06:02;3934;9.1;6;6.4
8857 JFH;2;2023-09-10 12:34:47;10482;12.6;6;6.5
3592 QYA;2;2023-11-05 10:58:16;12920;11.0;6;6.5
3592 QYA;2;2023-11-12 11:09:51;8381;11.2;6;6.5
3592 QYA;2;2023-12-17 11:59:31;8576;12.0;6;6.5
3592 QYA;2;2023-10-29 11:47:46;17236;11.8;6;6.5
3592 QYA;2;2023-10-01 09:03:12;5232;9.1;6;6.4
3592 QYA;2;2023-08-13 10:53:51;8156;10.9;6;6.5
3592 QYA;2;2023-03-19 10:13:07;6101;10.2;6;6.4
3592 QYA;2;2023-01-08 11:56:31;5258;11.9;6;6.5
3592 QYA;2;2023-03-05 12:06:34;7620;12.1;6;6.5
3592 QYA;2;2023-09-03 10:47:28;13924;10.8;6;6.5
3592 QYA;2;2023-06-11 12:04:17;10841;12.1;6;6.5
3592 QYA;2;2023-02-26 09:46:41;12138;9.8;6;6.4
3592 QYA;2;2023-12-03 11:02:11;11810;11.0;6;6.5
3592 QYA;2;2023-09-10 09:10:40;7421;9.2;6;6.4
8900 FNY;2;2023-06-18 09:35:50;15431;9.6;6;6.4
8900 FNY;2;2023-10-15 09:46:10;10850;9.8;6;6.4
8900 FNY;2;2023-12-10 11:30:08;17450;11.5;6;6.5
8900 FNY;2;2023-07-16 10:41:41;11966;10.7;6;6.4
8900 FNY;2;2023-04-23 10:23:13;10047;10.4;6;6.4
8900 FNY;2;2023-12-24 11:50:58;9888;11.8;6;6.5
8900 FNY;2;2023-03-12 11:35:00;10479;11.6;6;6.5
8900 FNY;2;2023-02-12 10:24:23;10717;10.4;6;6.4
8900 FNY;2;2023-09-24 12:16:45;13471;12.3;6;6.5
8900 FNY;2;2023-01-15 11:32:24;6309;11.5;6;6.5
8900 FNY;2;2023-08-06 09:41:22;8941;9.7;6;6.4
8900 FNY;2;2023-01-08 11:47:02;9819;11.8;6;6.5
8900 FNY;2;2023-12-17 10:22:26;12971;10.4;6;6.4
8900 FNY;2;2023-01-29 09:40:27;9720;9.7;6;6.4
8900 FNY;2;2023-05-07 11:32:32;8916;11.5;6;6.5
8900 FNY;2;2023-04-02 10:31:15;9024;10.5;6;6.4
8900 FNY;2;2023-06-25 11:25:21;8889;11.4;6;6.5
8900 FNY;2;2023-03-05 10:28:15;10900;10.5;6;6.4
8900 FNY;2;2023-11-19 08:31:08;4410;8.5;6;6.4
8900 FNY;2;2023-06-04 11:39:28;8651;11.7;6;6.5
8900 FNY;2;2023-03-19 11:45:43;12895;11.8;6;6.5
8900 FNY;2;2023-02-19 10:29:35;10151;10.5;6;6.4
8900 FNY;2;2023-05-14 10:35:23;12253;10.6;6;6.4
8900 FNY;2;2023-04-30 12:29:39;11504;12.5;6;6.5
4230 FOK;2;2023-01-29 10:55:53;11214;10.9;6;6.5
4230 FOK;2;2023-12-31 11:59:06;11986;12.0;6;6.5
4230 FOK;2;2023-10-01 10:53:07;9132;10.9;6;6.5
4230 FOK;2;2023-08-13 12:43:14;14231;12.7;6;6.5
4230 FOK;2;2023-11-12 11:15:53;8482;11.3;6;6.5
4230 FOK;2;2023-09-24 12:20:49;7923;12.3;6;6.5
4230 FOK;2;2023-07-02 13:15:24;13419;13.3;6;6.6
4230 FOK;2;2023-08-06 11:16:53;14220;11.3;6;6.5
4230 FOK;2;2023-10-22 10:11:37;4027;10.2;6;6.4
4230 FOK;2;2023-06-25 09:17:56;12286;9.3;6;6.4
4230 FOK;2;2023-04-16 09:19:41;11963;9.3;6;6.4
4230 FOK;2;2023-02-19 10:50:45;14194;10.8;6;6.5
4230 FOK;2;2023-08-20 11:24:33;9986;11.4;6;6.5
4230 FOK;2;2023-10-29 10:52:53;11925;10.9;6;6.5
4230 FOK;2;2023-05-28 08:42:03;11484;8.7;6;6.4
0830 AEV;2;2023-04-16 10:47:58;11630;10.8;6;6.5
0830 AEV;2;2023-03-26 12:04:22;11266;12.1;6;6.5
0830 AEV;2;2023-01-01 09:26:32;10459;9.4;6;6.4
0830 AEV;2;2023-03-19 12:27:36;12065;12.5;6;6.5
0830 AEV;2;2023-06-04 11:07:51;8092;11.1;6;6.5
0830 AEV;2;2023-05-28 12:03:52;17564;12.1;6;6.5
0830 AEV;2;2023-07-09 11:55:33;8609;11.9;6;6.5
0830 AEV;2;2023-05-14 10:06:28;8949;10.1;6;6.4
0830 AEV;2;2023-12-10 10:02:38;14724;10.0;6;6.4
0830 AEV;2;2023-04-02 10:32:35;7711;10.5;6;6.4
0830 AEV;2;2023-11-26 10:05:28;11707;10.1;6;6.4
0830 AEV;2;2023-10-29 10:40:30;10777;10.7;6;6.4
0830 AEV;2;2023-08-27 14:33:40;7883;14.6;6;6.6
0830 AEV;2;2023-09-03 10:54:43;5231;10.9;6;6.5
0830 AEV;2;2023-11-12 10:55:44;11266;10.9;6;6.5
0830 AEV;2;2023-11-19 10:32:02;8739;10.5;6;6.4
0830 AEV;2;2023-11-05 09:38:56;12015;9.6;6;6.4
0830 AEV;2;2023-12-24 09:42:51;8503;9.7;6;6.4
0830 AEV;2;2023-04-30 11:41:27;11560;11.7;6;6.5
0830 AEV;2;2023-07-02 11:13:57;11461;11.2;6;6.5
0830 AEV;2;2023-05-21 10:01:35;9948;10.0;6;6.4
0830 AEV;2;2023-06-18 12:40:59;12010;12.7;6;6.5
0830 AEV;2;2023-02-26 11:08:23;13200;11.1;6;6.5
0830 AEV;2;2023-10-01 10:41:16;10566;10.7;6;6.4
0830 AEV;2;2023-06-11 12:17:24;9106;12.3;6;6.5
0830 AEV;2;2023-08-20 09:13:51;12957;9.2;6;6.4
7750 NUV;2;2023-06-11 11:17:37;10434;11.3;6;6.5
7750 NUV;2;2023-06-18 13:04:29;17756;13.1;6;6.5
7750 NUV;2;2023-02-26 11:01:57;8409;11.0;6;6.5
7750 NUV;2;2023-03-26 12:38:35;12977;12.6;6;6.5
7750 NUV;2;2023-10-15 11:07:56;9027;11.1;6;6.5
7750 NUV;2;2023-11-12 10:04:42;12530;10.1;6;6.4
7750 NUV;2;2023-11-26 12:26:21;6801;12.4;6;6.5
7750 NUV;2;2023-07-23 10:46:56;15963;10.8;6;6.5
7750 NUV;2;2023-01-01 11:02:47;13607;11.0;6;6.5
7750 NUV;2;2023-09-03 11:39:44;13628;11.7;6;6.5
7750 NUV;2;2023-07-30 11:37:06;10675;11.6;6;6.5
7750 NUV;2;2023-01-15 12:12:45;9714;12.2;6;6.5
5402 IBE;2;2023-06-25 10:17:19;8972;10.3;6;6.4
5402 IBE;2;2023-01-15 10:32:13;6162;10.5;6;6.4
5402 IBE;2;2023-04-16 11:12:39;13633;11.2;6;6.5
5402 IBE;2;2023-12-17 11:09:47;15173;11.2;6;6.5
5402 IBE;2;2023-09-24 10:48:42;13594;10.8;6;6.5
5402 IBE;2;2023-11-05 10:27:38;17222;10.5;6;6.4
5402 IBE;2;2023-03-19 10:50:07;6006;10.8;6;6.5
5402 IBE;2;2023-10-15 10:03:10;10884;10.1;6;6.4
5402 IBE;2;2023-12-03 12:03:08;12682;12.1;6;6.5
5402 IBE;2;2023-05-21 12:20:19;13717;12.3;6;6.5
5402 IBE;2;2023-04-09 09:44:15;14817;9.7;6;6.4
5402 IBE;2;2023-11-19 12:22:23;17299;12.4;6;6.5
5402 IBE;2;2023-10-08 10:18:58;10709;10.3;6;6.4
5402 IBE;2;2023-12-10 11:24:09;9961;11.4;6;6.5
5402 IBE;2;2023-08-06 11:20:58;9285;11.3;6;6.5
5402 IBE;2;2023-04-02 10:28:43;13722;10.5;6;6.4
5402 IBE;2;2023-07-09 11:12:33;9099;11.2;6;6.5
5402 IBE;2;2023-10-01 11:26:30;8367;11.4;6;6.5
5402 IBE;2;2023-07-23 10:32:13;10098;10.5;6;6.4
5402 IBE;2;2023-07-02 11:29:53;5313;11.5;6;6.5
5402 IBE;2;2023-01-29 11:46:45;16051;11.8;6;6.5
5402 IBE;2;2023-09-03 11:02:28;9170;11.0;6;6.5
5402 IBE;2;2023-06-04 10:55:46;15556;10.9;6;6.5
5402 IBE;2;2023-12-31 09:40:32;10673;9.7;6;6.4
5402 IBE;2;2023-03-12 08:39:18;15530;8.7;6;6.4
3187 YYJ;2;2023-08-13 12:48:52;12171;12.8;6;6.5
3187 YYJ;2;2023-11-12 11:15:29;8823;11.3;6;6.5
3187 YYJ;2;2023-06-11 13:59:50;14708;14.0;6;6.6
3187 YYJ;2;2023-03-05 10:04:43;8676;10.1;6;6.4
3187 YYJ;2;2023-07-16 10:48:23;11345;10.8;6;6.5
3187 YYJ;2;2023-12-24 11:25:16;10762;11.4;6;6.5
3187 YYJ;2;2023-10-01 11:38:36;13417;11.6;6;6.5
3187 YYJ;2;2023-12-31 11:11:20;6701;11.2;6;6.5
3187 YYJ;2;2023-05-21 10:45:19;10118;10.8;6;6.5
3187 YYJ;2;2023-01-15 11:56:03;13993;11.9;6;6.5
3187 YYJ;2;2023-04-30 11:33:59;13909;11.6;6;6.5
3187 YYJ;2;2023-05-14 10:34:05;7406;10.6;6;6.4
3187 YYJ;2;2023-03-12 11:40:27;11625;11.7;6;6.5
3187 YYJ;2;2023-01-08 11:36:36;9150;11.6;6;6.5
3187 YYJ;2;2023-10-15 10:11:47;3859;10.2;6;6.4
3187 YYJ;2;2023-07-09 11:03:50;5413;11.1;6;6.5
3187 YYJ;2;2023-04-16 11:31:21;8068;11.5;6;6.5
5586 YWK;2;2023-04-30 09:28:09;11840;9.5;6;6.4
5586 YWK;2;2023-10-08 11:25:26;15368;11.4;6;6.5
5586 YWK;2;2023-04-09 11:26:59;13705;11.4;6;6.5
5586 YWK;2;2023-10-22 11:36:52;12765;11.6;6;6.5
5586 YWK;2;2023-09-10 10:43:58;11064;10.7;6;6.4
5586 YWK;2;2023-06-18 11:41:22;13485;11.7;6;6.5
5586 YWK;2;2023-05-07 11:55:58;11825;11.9;6;6.5
5586 YWK;2;2023-09-24 09:57:39;3645;10.0;6;6.4
5586 YWK;2;2023-02-12 11:29:40;11491;11.5;6;6.5
5586 YWK;2;2023-01-29 12:01:19;5419;12.0;6;6.5
5586 YWK;2;2023-09-03 11:43:58;3894;11.7;6;6.5
5586 YWK;2;2023-07-16 10:48:39;10553;10.8;6;6.5
5586 YWK;2;2023-04-23 09:33:00;10479;9.6;6;6.4
5586 YWK;2;2023-10-29 10:13:09;11932;10.2;6;6.4
5586 YWK;2;2023-03-05 10:53:09;13185;10.9;6;6.5
5586 YWK;2;2023-10-01 11:27:20;11773;11.5;6;6.5
5586 YWK;2;2023-11-12 10:23:59;10685;10.4;6;6.4
5586 YWK;2;2023-12-10 10:10:58;19971;10.2;6;6.4
9460 DPV;2;2023-05-21 11:00:49;6172;11.0;6;6.5
9460 DPV;2;2023-04-30 13:29:57;6605;13.5;6;6.6
9460 DPV;2;2023-10-15 11:39:55;4926;11.7;6;6.5
9460 DPV;2;2023-03-26 10:36:11;17974;10.6;6;6.4
9460 DPV;2;2023-01-08 11:29:27;10164;11.5;6;6.5
9460 DPV;2;2023-08-27 10:26:31;10702;10.4;6;6.4
9460 DPV;2;2023-07-02 09:55:30;6887;9.9;6;6.4
9460 DPV;2;2023-04-02 11:04:33;15300;11.1;6;6.5
9460 DPV;2;2023-02-26 11:57:38;10865;12.0;6;6.5
9460 DPV;2;2023-02-05 10:04:59;14153;10.1;6;6.4
9460 DPV;2;2023-10-29 09:50:53;11936;9.8;6;6.4
9460 DPV;2;2023-09-03 12:37:39;8499;12.6;6;6.5
9460 DPV;2;2023-11-26 11:13:51;11896;11.2;6;6.5
9460 DPV;2;2023-07-30 08:38:32;13623;8.6;6;6.4
9460 DPV;2;2023-04-09 10:27:58;9822;10.5;6;6.4
9460 DPV;2;2023-12-17 09:55:44;7661;9.9;6;6.4
9460 DPV;2;2023-06-11 10:09:48;7774;10.2;6;6.4
9460 DPV;2;2023-03-12 11:56:32;7837;11.9;6;6.5
9460 DPV;2;2023-05-28 10:24:11;7677;10.4;6;6.4
9460 DPV;2;2023-12-31 10:41:23;9782;10.7;6;6.4
9460 DPV;2;2023-10-01 08:34:41;6374;8.6;6;6.4
5767 LCF;2;2023-04-09 10:12:52;11030;10.2;6;6.4
5767 LCF;2;2023-11-12 10:02:41;9348;10.0;6;6.4
5767 LCF;2;2023-08-13 12:08:11;10522;12.1;6;6.5
5767 LCF;2;2023-02-19 10:31:40;10983;10.5;6;6.4
5767 LCF;2;2023-09-24 10:18:11;11943;10.3;6;6.4
5767 LCF;2;2023-02-12 11:31:25;13506;11.5;6;6.5
5767 LCF;2;2023-10-29 13:10:31;7250;13.2;6;6.5
5767 LCF;2;2023-02-26 11:54:49;15213;11.9;6;6.5
5767 LCF;2;2023-07-02 11:15:30;11372;11.3;6;6.5
5767 LCF;2;2023-02-05 10:46:13;13241;10.8;6;6.5
5767 LCF;2;2023-04-16 09:01:59;14504;9.0;6;6.4
5767 LCF;2;2023-01-22 11:44:44;12794;11.7;6;6.5
5767 LCF;2;2023-04-23 11:03:09;6530;11.1;6;6.5
5767 LCF;2;2023-06-18 11:01:55;9219;11.0;6;6.5
5767 LCF;2;2023-05-21 11:04:19;15325;11.1;6;6.5
5767 LCF;2;2023-03-12 11:25:04;8111;11.4;6;6.5
5767 LCF;2;2023-01-08 12:57:06;5743;13.0;6;6.5
5767 LCF;2;2023-11-26 10:29:44;12072;10.5;6;6.4
5767 LCF;2;2023-10-01 11:20:47;9257;11.3;6;6.5
5767 LCF;2;2023-06-11 10:00:48;13459;10.0;6;6.4
9385 JGA;2;2023-06-25 12:07:53;12297;12.1;6;6.5
9385 JGA;2;2023-08-20 09:21:05;11637;9.4;6;6.4
9385 JGA;2;2023-04-30 12:02:45;19399;12.0;6;6.5
9385 JGA;2;2023-01-22 10:48:45;14000;10.8;6;6.5
9385 JGA;2;2023-08-27 11:17:15;12927;11.3;6;6.5
9385 JGA;2;2023-08-13 11:06:20;10502;11.1;6;6.5
9385 JGA;2;2023-07-23 11:00:56;10770;11.0;6;6.5
9385 JGA;2;2023-07-30 10:51:43;5881;10.9;6;6.5
9385 JGA;2;2023-12-03 11:42:50;10138;11.7;6;6.5
9385 JGA;2;2023-04-02 11:17:31;11150;11.3;6;6.5
9385 JGA;2;2023-11-26 12:03:05;13725;12.1;6;6.5
9385 JGA;2;2023-07-02 11:26:41;8599;11.4;6;6.5
9385 JGA;2;2023-02-05 09:56:29;17436;9.9;6;6.4
9385 JGA;2;2023-05-14 10:49:18;8733;10.8;6;6.5
9602 FZP;2;2023-07-09 11:43:37;9971;11.7;6;6.5
9602 FZP;2;2023-10-15 10:57:25;12009;11.0;6;6.5
9602 FZP;2;2023-01-15 10:47:50;15089;10.8;6;6.5
9602 FZP;2;2023-05-14 10:33:19;11265;10.6;6;6.4
9602 FZP;2;2023-12-24 11:24:11;8030;11.4;6;6.5
9602 FZP;2;2023-03-12 10:32:16;7652;10.5;6;6.4
9602 FZP;2;2023-01-01 09:57:03;14056;10.0;6;6.4
9602 FZP;2;2023-12-03 11:21:26;7817;11.4;6;6.5
9602 FZP;2;2023-07-02 11:22:19;9954;11.4;6;6.5
9602 FZP;2;2023-05-07 11:32:24;9005;11.5;6;6.5
9602 FZP;2;2023-08-13 10:46:20;9652;10.8;6;6.5
9602 FZP;2;2023-10-29 12:10:20;8128;12.2;6;6.5
9602 FZP;2;2023-06-18 13:26:51;6603;13.4;6;6.6
9602 FZP;2;2023-06-11 11:03:20;8848;11.1;6;6.5
9602 FZP;2;2023-11-19 11:50:32;3757;11.8;6;6.5
9602 FZP;2;2023-05-28 11:26:07;10947;11.4;6;6.5
9602 FZP;2;2023-01-22 11:18:49;10246;11.3;6;6.5
9602 FZP;2;2023-03-26 09:58:52;13025;10.0;6;6.4
9602 FZP;2;2023-10-22 11:24:17;13090;11.4;6;6.5
9602 FZP;2;2023-11-26 10:39:57;16172;10.7;6;6.4
5616 HZG;2;2023-08-20 12:44:29;7850;12.7;6;6.5
5616 HZG;2;2023-01-08 12:52:58;13709;12.9;6;6.5
5616 HZG;2;2023-01-01 11:53:34;13666;11.9;6;6.5
5616 HZG;2;2023-06-25 09:40:59;11174;9.7;6;6.4
5616 HZG;2;2023-06-11 11:53:32;9578;11.9;6;6.5
5616 HZG;2;2023-08-06 11:55:59;12852;11.9;6;6.5
5616 HZG;2;2023-01-15 11:26:27;14632;11.4;6;6.5
5616 HZG;2;2023-07-16 12:10:35;12884;12.2;6;6.5
5616 HZG;2;2023-04-23 11:29:55;7812;11.5;6;6.5
5616 HZG;2;2023-03-26 11:33:01;10745;11.6;6;6.5
5616 HZG;2;2023-04-16 10:39:35;9656;10.7;6;6.4
5616 HZG;2;2023-05-07 11:15:03;12105;11.3;6;6.5
5616 HZG;2;2023-11-26 11:45:56;12199;11.8;6;6.5
5616 HZG;2;2023-03-19 11:51:02;15251;11.9;6;6.5
5616 HZG;2;2023-02-19 09:50:52;11328;9.8;6;6.4
5616 HZG;2;2023-10-08 11:00:46;12104;11.0;6;6.5
5616 HZG;2;2023-01-22 10:42:07;16231;10.7;6;6.4
5616 HZG;2;2023-12-31 13:14:27;11651;13.2;6;6.5
5616 HZG;2;2023-04-02 10:46:13;16625;10.8;6;6.5
9170 RIP;2;2023-03-26 09:07:43;6698;9.1;6;6.4
9170 RIP;2;2023-09-24 12:03:27;19316;12.1;6;6.5
9170 RIP;2;2023-03-05 09:03:33;14687;9.1;6;6.4
9170 RIP;2;2023-01-29 10:54:53;12852;10.9;6;6.5
9170 RIP;2;2023-10-08 12:54:56;14500;12.9;6;6.5
9170 RIP;2;2023-08-20 11:36:11;4049;11.6;6;6.5
9170 RIP;2;2023-11-12 10:29:16;17191;10.5;6;6.4
9170 RIP;2;2023-12-31 08:35:02;14171;8.6;6;6.4
9170 RIP;2;2023-02-19 12:01:09;12536;12.0;6;6.5
9170 RIP;2;2023-11-19 10:18:04;7032;10.3;6;6.4
9170 RIP;2;2023-05-21 11:31:43;13415;11.5;6;6.5
9170 RIP;2;2023-04-23 10:08:29;13639;10.1;6;6.4
9170 RIP;2;2023-12-24 11:37:39;14002;11.6;6;6.5
9170 RIP;2;2023-05-14 11:10:18;15282;11.2;6;6.5
9170 RIP;2;2023-01-22 10:25:30;24089;10.4;6;6.4
9170 RIP;2;2023-09-03 10:05:35;9010;10.1;6;6.4
9170 RIP;2;2023-10-15 11:51:48;7846;11.9;6;6.5
9170 RIP;2;2023-06-04 10:56:54;8785;10.9;6;6.5
9170 RIP;2;2023-07-02 09:53:12;15817;9.9;6;6.4
9170 RIP;2;2023-05-07 12:20:44;8471;12.3;6;6.5
9170 RIP;2;2023-11-26 12:43:37;8279;12.7;6;6.5
9170 RIP;2;2023-07-23 11:05:42;10861;11.1;6;6.5
9170 RIP;2;2023-01-01 12:13:06;6960;12.2;6;6.5
1913 UFF;2;2023-01-29 10:37:58;9759;10.6;6;6.4
1913 UFF;2;2023-10-29 09:45:44;14412;9.8;6;6.4
1913 UFF;2;2023-01-08 09:43:24;11856;9.7;6;6.4
1913 UFF;2;2023-11-05 10:10:48;11975;10.2;6;6.4
1913 UFF;2;2023-03-12 10:48:54;13990;10.8;6;6.5
1913 UFF;2;2023-12-17 11:24:54;5536;11.4;6;6.5
1913 UFF;2;2023-09-24 10:30:31;9077;10.5;6;6.4
1913 UFF;2;2023-01-22 10:44:33;13493;10.7;6;6.4
1913 UFF;2;2023-09-03 10:36:44;17673;10.6;6;6.4
1913 UFF;2;2023-06-11 10:23:29;16354;10.4;6;6.4
1913 UFF;2;2023-01-15 11:55:01;11196;11.9;6;6.5
1913 UFF;2;2023-05-14 11:06:35;10632;11.1;6;6.5
1913 UFF;2;2023-09-10 12:29:16;6906;12.5;6;6.5
1913 UFF;2;2023-07-09 09:06:36;5663;9.1;6;6.4
1913 UFF;2;2023-04-09 10:30:09;13264;10.5;6;6.4
1913 UFF;2;2023-09-17 10:25:11;15913;10.4;6;6.4
1913 UFF;2;2023-04-23 09:38:55;9422;9.6;6;6.4
1913 UFF;2;2023-03-05 11:48:50;6763;11.8;6;6.5
7683 VNW;2;2023-01-15 10:41:05;9459;10.7;6;6.4
7683 VNW;2;2023-09-24 11:40:56;8800;11.7;6;6.5
7683 VNW;2;2023-12-10 10:36:42;10148;10.6;6;6.4
7683 VNW;2;2023-11-12 11:05:02;7363;11.1;6;6.5
7683 VNW;2;2023-02-05 11:30:57;9193;11.5;6;6.5
7683 VNW;2;2023-10-29 10:21:35;7300;10.4;6;6.4
7683 VNW;2;2023-01-29 12:28:56;10373;12.5;6;6.5
7683 VNW;2;2023-11-19 10:56:26;8488;10.9;6;6.5
7683 VNW;2;2023-04-23 10:49:51;7213;10.8;6;6.5
7683 VNW;2;2023-03-12 10:14:20;11497;10.2;6;6.4
7683 VNW;2;2023-03-26 10:37:34;8689;10.6;6;6.4
7683 VNW;2;2023-10-08 09:48:14;7568;9.8;6;6.4
3663 HXW;2;2023-07-02 09:10:41;7084;9.2;6;6.4
3663 HXW;2;2023-12-24 10:20:43;15966;10.3;6;6.4
3663 HXW;2;2023-10-08 11:14:13;9210;11.2;6;6.5
3663 HXW;2;2023-05-21 11:41:37;11355;11.7;6;6.5
3663 HXW;2;2023-08-27 09:57:22;13121;10.0;6;6.4
3663 HXW;2;2023-10-29 11:18:50;15570;11.3;6;6.5
3663 HXW;2;2023-08-06 11:30:34;10746;11.5;6;6.5
3663 HXW;2;2023-11-12 11:56:40;11898;11.9;6;6.5
3663 HXW;2;2023-04-09 11:28:05;10972;11.5;6;6.5
3663 HXW;2;2023-02-12 11:05:59;8396;11.1;6;6.5
3663 HXW;2;2023-03-05 11:57:07;9171;12.0;6;6.5
3663 HXW;2;2023-09-17 12:01:21;12363;12.0;6;6.5
3663 HXW;2;2023-12-03 11:19:14;13668;11.3;6;6.5
3663 HXW;2;2023-12-17 11:32:36;5921;11.5;6;6.5
3663 HXW;2;2023-07-30 08:50:33;13484;8.8;6;6.4
3663 HXW;2;2023-04-23 11:15:54;7363;11.3;6;6.5
3663 HXW;2;2023-12-31 10:53:28;12870;10.9;6;6.5
3663 HXW;2;2023-02-05 09:43:54;16735;9.7;6;6.4
3663 HXW;2;2023-01-22 10:25:29;6694;10.4;6;6.4
3663 HXW;2;2023-11-05 10:32:32;17736;10.5;6;6.4
3663 HXW;2;2023-01-08 10:53:57;7809;10.9;6;6.5
3663 HXW;2;2023-01-01 12:07:05;10857;12.1;6;6.5
3663 HXW;2;2023-10-15 11:36:16;12294;11.6;6;6.5
5723 ZSV;2;2023-09-10 09:43:23;9981;9.7;6;6.4
5723 ZSV;2;2023-02-05 10:47:08;14613;10.8;6;6.5
5723 ZSV;2;2023-04-02 10:38:21;11723;10.6;6;6.4
5723 ZSV;2;2023-01-29 10:32:34;15764;10.5;6;6.4
5723 ZSV;2;2023-07-16 10:57:01;16536;11.0;6;6.5
5723 ZSV;2;2023-02-26 09:29:02;14333;9.5;6;6.4
5723 ZSV;2;2023-05-28 11:19:14;10685;11.3;6;6.5
5723 ZSV;2;2023-02-19 10:43:18;9711;10.7;6;6.4
5723 ZSV;2;2023-12-31 11:14:45;10045;11.2;6;6.5
5723 ZSV;2;2023-03-26 11:32:25;16072;11.5;6;6.5
5723 ZSV;2;2023-03-19 10:17:11;11452;10.3;6;6.4
5723 ZSV;2;2023-04-23 11:46:00;11493;11.8;6;6.5
5723 ZSV;2;2023-10-29 11:01:33;9837;11.0;6;6.5
5723 ZSV;2;2023-10-22 09:59:42;10408;10.0;6;6.4
5723 ZSV;2;2023-02-12 11:22:08;16860;11.4;6;6.5
0823 CXM;2;2023-10-29 10:24:50;13253;10.4;6;6.4
0823 CXM;2;2023-03-26 10:34:02;4032;10.6;6;6.4
0823 CXM;2;2023-07-23 12:17:25;5785;12.3;6;6.5
0823 CXM;2;2023-06-25 12:02:45;6984;12.0;6;6.5
0823 CXM;2;2023-04-16 11:26:55;5852;11.4;6;6.5
0823 CXM;2;2023-11-19 11:21:51;18104;11.4;6;6.5
0823 CXM;2;2023-05-28 11:23:03;10639;11.4;6;6.5
0823 CXM;2;2023-07-09 11:02:12;9928;11.0;6;6.5
0823 CXM;2;2023-12-17 11:06:28;14459;11.1;6;6.5
0823 CXM;2;2023-04-23 12:12:10;11076;12.2;6;6.5
0823 CXM;2;2023-09-17 12:37:37;8990;12.6;6;6.5
0823 CXM;2;2023-07-02 09:32:00;11609;9.5;6;6.4
0823 CXM;2;2023-08-06 10:39:44;9937;10.7;6;6.4
0823 CXM;2;2023-12-24 12:11:49;11827;12.2;6;6.5
0823 CXM;2;2023-03-05 11:31:29;12936;11.5;6;6.5
0823 CXM;2;2023-09-10 11:12:46;16583;11.2;6;6.5
0823 CXM;2;2023-05-21 11:25:50;4384;11.4;6;6.5
0823 CXM;2;2023-05-07 11:04:43;9513;11.1;6;6.5
0823 CXM;2;2023-03-19 11:00:21;9337;11.0;6;6.5
0823 CXM;2;2023-06-11 12:41:44;13368;12.7;6;6.5
0823 CXM;2;2023-02-05 11:52:08;8344;11.9;6;6.5
0823 CXM;2;2023-07-30 10:03:20;15348;10.1;6;6.4
0823 CXM;2;2023-10-22 12:23:23;12069;12.4;6;6.5
0823 CXM;2;2023-11-12 10:19:43;12471;10.3;6;6.4
0823 CXM;2;2023-09-24 10:55:28;7624;10.9;6;6.5
0823 CXM;2;2023-07-16 12:20:31;7042;12.3;6;6.5
8098 HZW;2;2023-01-08 11:22:59;9539;11.4;6;6.5
8098 HZW;2;2023-12-10 11:05:09;10162;11.1;6;6.5
8098 HZW;2;2023-06-11 11:29:58;3833;11.5;6;6.5
8098 HZW;2;2023-02-05 08:58:08;12102;9.0;6;6.4
8098 HZW;2;2023-04-02 09:44:00;14838;9.7;6;6.4
8098 HZW;2;2023-05-07 11:29:02;11475;11.5;6;6.5
8098 HZW;2;2023-01-29 10:04:16;13362;10.1;6;6.4
8098 HZW;2;2023-04-16 11:35:42;12145;11.6;6;6.5
8098 HZW;2;2023-02-19 12:08:24;11525;12.1;6;6.5
8098 HZW;2;2023-04-09 13:04:18;6033;13.1;6;6.5
8098 HZW;2;2023-03-05 08:01:19;8818;8.0;6;6.3
8098 HZW;2;2023-06-18 09:24:11;6938;9.4;6;6.4
8098 HZW;2;2023-11-19 10:45:10;9439;10.8;6;6.5
8098 HZW;2;2023-12-31 09:56:33;12857;9.9;6;6.4
9557 SUF;2;2023-10-22 11:28:03;15718;11.5;6;6.5
9557 SUF;2;2023-06-04 11:05:29;9582;11.1;6;6.5
9557 SUF;2;2023-02-19 11:29:56;15153;11.5;6;6.5
9557 SUF;2;2023-06-11 11:32:34;11405;11.5;6;6.5
9557 SUF;2;2023-12-03 09:44:09;3938;9.7;6;6.4
9557 SUF;2;2023-12-24 12:06:06;10409;12.1;6;6.5
9557 SUF;2;2023-03-26 11:44:06;10225;11.7;6;6.5
9557 SUF;2;2023-02-26 10:15:19;9796;10.3;6;6.4
9557 SUF;2;2023-12-17 11:55:42;14747;11.9;6;6.5
